epoch,fid
0,26.786034394958644
1,25.51990899025387
2,25.94386965659684
3,26.058476065030007
4,26.182112357682705
5,26.565568958533994
6,26.452618889360295
7,25.969605680619594
8,26.214191344561932
9,25.922313653117396
10,25.864137767845275
11,25.35928879625334
12,25.822146644156483
13,25.584906060522336
14,23.685341141733662
15,25.113735509707883
16,25.4202533686904
17,25.248533423392438
18,24.334102558663886
19,24.960116977892927
20,24.067412833301884
21,23.13025851286012
22,25.71751491345933
23,24.766073946222768
24,24.43260310691556
25,23.63944194706239
26,23.056646742053825
27,23.378024702075333
28,24.4462341296299
29,23.661781167860944
30,23.575303445705025
31,24.78996365369011
32,23.99050228930505
33,23.13764449411462
34,23.804138716257267
35,23.420408626352696
36,22.684686791245547
37,21.93984308517556
38,22.294244973284727
39,22.749430835528372
40,22.4646057054403
41,22.807696395765234
42,23.009025825500213
43,21.807599312646055
44,22.798641530714825
45,23.67929884292588
46,23.17577771156889
47,23.852477728939093
48,22.02103330834135
49,25.170401379912537
50,21.5763125184946
51,22.558537283006366
52,22.563620749979727
53,22.228865533572687
54,23.22372061107793
55,25.59909695139827
56,23.70071024817308
57,23.02438108256543
58,24.312203127654836
59,23.48811379071759
60,21.622932544000832
61,23.345360452341254
62,24.37969781203754
63,23.7101721573681
64,23.474385980315546
65,21.47866126963538
66,20.586512423277764
67,22.92542811548902
68,21.504956678041708
69,22.513394498897718
70,22.025673309863954
71,23.048423144657914
72,21.60223264715792
73,22.05997129911509
74,22.12970954825768
75,21.47232975943854
76,23.77456684595901
77,23.93219151485087
78,23.19383760693957
79,22.5442961309962
80,23.098529441554152
81,21.73916860075462
82,22.446569206508325
83,25.60223666604898
84,22.889629398019217
85,21.937368926249533
86,23.796443071617556
87,22.27025420719957
88,22.220408947094146
89,24.14798020514146
90,22.045988330022602
91,22.34275773459329
92,22.86614319403907
93,23.240940458075347
94,21.43095051660565
95,23.332465253133307
96,24.139105385400228
97,22.393990114139815
98,24.80914097349992
99,24.32002471056323
100,21.917781250154988
101,21.936624527258846
102,21.512821678092738
103,22.08824069232645
104,21.40435654905522
105,23.607350694212162
106,22.88010689452766
107,21.327083675243887
108,20.49142498024404
109,21.54504272476158
110,20.84112891275506
111,21.630770612031046
112,19.499388052673467
113,21.30818483856688
114,20.37878848521901
115,21.966545792479465
116,19.897508852597362
117,20.67263966953688
118,21.153499846414334
119,22.650611474724702
120,24.63794434201983
121,23.039974182933886
122,22.806783752508377
123,23.451722488393546
124,22.105931964331855
125,22.77962586771101
126,22.709109699216185
127,21.838630076042453
128,21.430242642330448
129,21.302604499499964
130,23.008570619252215
131,23.757590446109795
132,22.346438588944192
133,21.860802454014483
134,22.27271319246507
135,25.54943450214202
136,20.989362392233406
137,22.346239002574624
138,23.678525936499703
139,23.251678979363327
140,23.64352518416853
141,24.998274837492538
142,24.931404604164022
143,23.550590717248596
144,21.80828086059609
145,23.386442955255408
146,24.091837198573433
147,24.205303550329596
148,23.561794115280378
149,24.636960101838596
150,24.50841854574339
151,22.79147691356812
152,24.058234389966497
153,22.999174601188273
154,23.59304594712424
155,25.24835507768389
156,23.68267759541809
157,25.252648665399448
158,25.120238543559303
159,22.667359948865858
160,23.669507501388715
161,22.670416730724497
162,24.82448200260922
163,24.351011677281676
164,22.69210360907376
165,23.193473930051308
166,22.699678276380165
167,22.468538518607335
168,24.98428878114924
169,23.66923454661187
170,24.160267316133584
171,23.8538091510051
172,25.52944282205598
173,23.15252691011841
174,23.444473643779773
175,24.778272237149718
176,22.905122071473627
177,22.35709898437325
178,24.32906171605721
179,23.926328646728575
180,22.59447320357239
181,23.3124025954753
182,23.075547941240814
183,23.37354690388241
184,24.3741945860539
185,22.51425625583347
186,21.776197923617655
187,23.65015223081613
188,22.482257455955924
189,23.38928240822153
190,24.148124396411138
191,22.124537343251777
192,23.46694662128059
193,24.391368642346468
194,22.144691254544558
195,23.200444999706242
196,21.807824744350437
197,23.100541295092615
198,23.32381875265798
199,22.874441256795503
