epoch,fid
0,20.86192625936804
1,16.026020241474455
2,12.329332452315644
3,11.942166167114848
4,14.254376684886962
5,13.889313530932787
6,14.31213715996037
7,13.487751046445608
8,12.95225947940989
9,12.730144392764466
10,13.593279005380746
11,13.811998838694116
12,13.48718499751878
13,14.659103817539187
14,14.203278962817645
15,13.566788346953352
16,14.37680215901068
17,14.382622008247187
18,14.25313444103339
19,13.36417893363919
20,13.5959421178523
21,12.203183225713094
22,12.937497055422671
23,13.056640449020154
24,12.744103428147696
25,13.22363638740932
26,13.764635832699941
27,13.913127057924514
28,13.410196964164232
29,13.377070140881228
30,13.990047353950729
31,13.576066836056755
32,14.405039973331819
33,14.718078177758255
34,14.52717803829018
35,14.946249170044183
36,15.215788817134385
37,15.094642963087841
38,15.735982298511411
39,14.796854370942057
40,14.900268279913124
41,15.433369194035638
42,15.802671999308114
43,16.023920536670715
44,15.518086202296725
45,15.228196200516829
46,14.97289532999827
47,15.26778866014497
48,14.905827086769955
49,15.648641736283322
50,14.885930612936129
51,14.830074412124045
52,13.934547350606236
53,15.390706892221813
54,14.996606487795496
55,15.395171474177868
56,14.771763398987364
57,14.742213032105266
58,15.263537712651958
59,14.884483708137186
60,15.109305908047661
61,15.205594864219016
62,14.450760992803147
63,14.298815811002017
64,15.189439486119873
65,14.682943163757365
66,14.087053120093064
67,13.330497605844297
68,13.26950157370625
69,13.50599711424011
70,13.486024224070617
71,13.930813486300453
72,14.321493628335851
73,13.847685664403652
74,13.966821128407224
75,13.001958371446014
76,13.20992098837485
77,12.726799114102285
78,13.077570525912531
79,13.791719622072806
80,13.806832714192588
81,13.717554141021099
82,13.979401918801212
83,13.614918362186028
84,13.585490392836988
85,13.6486912654021
86,13.53634522512981
87,13.762292082960009
88,13.939297851941948
89,14.270255731123491
90,14.280921593936096
91,14.053040169357846
92,13.846260050608734
93,13.31329892446234
94,13.274934166421563
95,13.02198019353863
96,14.071384239889488
97,13.261191071016386
98,13.086801520069917
99,13.473053648211156
100,13.916572334951379
101,13.669595550640917
102,13.864856057595535
103,13.785176826512359
104,13.651921600758998
105,13.989111008673754
106,14.744443897747399
107,14.177255367424209
108,14.770015023663975
109,14.443305402939167
110,13.821599711956154
111,14.58976344523943
112,14.536034337332364
113,14.275055019605269
114,13.368168272102402
115,13.997542591604219
116,13.845845094815232
117,14.015618842822205
118,13.881933596820728
119,14.122982520880747
120,13.996336077758658
121,13.421206171069201
122,13.944880127501781
123,13.971525911651739
124,13.867878546433499
125,13.922027721787199
126,13.162007483249567
127,13.403706734403972
128,13.626593170480838
129,13.066514113080753
130,13.010782625269414
131,13.155987229182738
132,13.647069737327174
133,13.927446871594697
134,13.232237196327345
135,13.561582489146215
136,13.804121123976476
137,14.21955877901064
138,13.428774433076478
139,14.577281705504152
140,13.609140764764902
141,13.762906054352863
142,14.254554708678114
143,13.860955737885593
144,13.815342791149096
145,13.960312690025065
146,14.229787135838384
147,13.925363091412427
148,14.192080013844295
149,14.17395973944329
150,14.21356567829337
151,14.054674506669617
152,14.490857433892998
153,14.614509264375789
154,14.80237019058307
155,14.046041052767192
156,14.292912913334993
157,13.9494340144802
158,13.880379609051355
159,13.78106676792461
160,14.508058469905826
161,13.903164958582503
162,14.013437846151655
163,13.950553237576369
164,13.882112382918114
165,14.11091119870629
166,13.626179050185065
167,13.893147278372266
168,13.94536151212386
169,13.816535484251649
170,14.597898765848672
171,14.548725408629297
172,13.707146804505987
173,13.96490745402292
174,14.021233427167534
175,13.711187563266488
176,14.261812561827634
177,13.292953440601558
178,13.281221439072947
179,13.75860647473296
180,13.977245684597067
181,14.221006248063485
182,14.182710950022578
183,14.644372352769658
184,14.652032571130711
185,14.49108560459047
186,14.71527138299794
187,13.949508713829962
188,14.50215599041097
189,14.309389253560077
190,14.634699235308082
191,15.055982788793033
192,14.89088743511373
193,14.272971089071454
194,14.891852698348256
195,15.03670034737112
196,14.76708586329889
197,14.697466645816359
198,15.157436595707962
199,14.671669608456547
