epoch,fid
0,20.35229173894095
1,20.894929140648962
2,18.761468356634587
3,20.9779242824112
4,23.34979540230604
5,22.413855528363218
6,20.550266994368602
7,21.837369856225976
8,22.03699913587658
9,21.24521249551514
10,21.128314241747336
11,21.29947974172503
12,22.060315727266957
13,21.071958672922726
14,22.066673288949076
15,21.133409009518836
16,22.38821650649763
17,21.668325995432127
18,21.973742484695336
19,22.094240031271465
20,23.36645018089952
21,22.18546609782052
22,22.030205909004454
23,21.059337878356217
24,22.109850297737967
25,24.44702715736668
26,20.554862366141336
27,22.851082877304496
28,21.07807088400072
29,20.604792741822465
30,21.4692505389468
31,19.75437773970274
32,19.311227428635206
33,19.34388545104978
34,18.727242441182284
35,20.4361503546067
36,19.095609098924964
37,17.76558650681586
38,20.11555606113041
39,19.602346878706943
40,18.18206881549879
41,18.251523231999272
42,19.909710838856455
43,18.72281877996892
44,19.54770673139396
45,19.601442302770817
46,19.920389367596112
47,18.142824606019865
48,19.283296158021948
49,20.760714193658977
50,19.68397772110125
51,22.383718406805425
52,19.9136293767245
53,19.80991311784952
54,18.267265132837203
55,20.055575231874183
56,18.06949055624932
57,19.13070461372203
58,20.214470382668853
59,20.87327859501048
60,19.090383639330504
61,19.90383350739658
62,18.491781810293
63,19.380316408922596
64,18.90018858509648
65,18.20740759961014
66,18.15417166682068
67,20.01544833695184
68,18.072362789895156
69,16.581062375191955
70,19.163917881319644
71,20.280268619116008
72,19.711788155285024
73,14.868406165145771
74,18.378345371146093
75,18.76403241999541
76,19.535936496668324
77,18.020647849495074
78,17.343633664475185
79,16.297746840829024
80,18.07531178795559
81,18.803913326472546
82,18.54528703151016
83,16.861367267858768
84,18.7872462072491
85,20.296604846255665
86,16.30034430185106
87,21.076640420719603
88,20.95298267112947
89,20.50958755767411
90,19.362593588823245
91,18.978695963204466
92,19.91642425350078
93,18.148846687820892
94,20.329130574181058
95,18.663465670926616
96,19.75757137798751
97,17.628131506432606
98,18.195897253381656
99,18.932407055545063
100,19.092812052200756
101,17.649132923479307
102,18.16483419742135
103,18.308872946289956
104,18.305816718095382
105,19.10260531225385
106,19.472876867775977
107,18.60791454269623
108,16.263535197555846
109,18.801507487605384
110,19.30593686333099
111,17.723753092711895
112,17.717159566633562
113,20.6539936100267
114,18.474382850216113
115,21.3921078482556
116,21.18473563895345
117,21.991178196197644
118,20.015352585303383
119,20.921764919976503
120,19.843209120780024
121,18.01271003866892
122,18.657871121132025
123,20.84086182962945
124,21.299688463867746
125,23.416504044244313
126,20.345075864875415
127,18.721448561084387
128,18.881721233834398
129,21.945340863744434
130,18.643265489109908
131,16.725018623159116
132,18.14508481041692
133,21.46199481762812
134,20.290348290474505
135,17.121478523261903
136,19.088327462610415
137,18.725109133679272
138,19.389051061403276
139,20.849768158875552
140,18.144120815891995
141,17.48898411667435
142,21.07111376930223
143,15.33001886437283
144,20.42546771068875
145,19.758006022578613
146,19.120396396219878
147,19.70207400641811
148,16.790816071157302
149,17.070470748885313
150,19.92060980183915
151,18.00377763239747
152,18.720887293425513
153,20.264770018867864
154,17.81933112670442
155,17.89103748211111
156,18.76825465655457
157,19.379757868937567
158,17.133625765655893
159,19.07390762571947
160,17.195917102572288
161,18.612951106698308
162,19.464697607787883
163,18.749080271178922
164,17.312843246196888
165,18.664926720400498
166,18.509117274156345
167,18.221184289815824
168,19.99265082076806
169,17.49397655548039
170,17.27619794690174
171,19.81332362434655
172,21.688806053070525
173,21.534733430770483
174,22.031882979879764
175,18.669372086372263
176,18.261323426782276
177,20.57957418388258
178,19.88962755731778
179,18.05577075394526
180,18.296125615096976
181,20.83349775645943
182,16.41757403471678
183,18.790496988532706
184,18.6536128352176
185,20.042096088603895
186,18.407738712166225
187,18.67451681439525
188,22.087497796513567
189,17.271063921054584
190,20.543136427231612
191,19.18215515809815
192,16.803011761220603
193,17.094917710635485
194,17.08389989389252
195,16.710619519768265
196,18.792339101976644
197,17.275556515705475
198,18.931094951623077
199,17.004161530822916
